p_value,significant,observed_band_fraction,surrogate_mean_fraction,enrichment,threshold_rule_flag
0.75,False,0.4800009355629368,0.4800009355629366,1.2342881,False
0.575,False,0.5997580008921458,0.5997580008921456,1.5422349,False
0.7,False,0.540997942269454,0.5409979422694539,1.3911376,False
0.675,False,0.5126942191781391,0.5126942191781391,1.3183565,False
0.9,False,0.4249259875344506,0.42492598753445066,1.0926669,False
0.675,False,0.47563709264251136,0.4756370926425113,1.2230668,False
0.9,False,0.5597766791444637,0.5597766791444636,1.4394257,False
0.925,False,0.5928667302510319,0.5928667302510319,1.5245144,False
0.575,False,0.6653456875072526,0.6653456875072523,1.7108889,False
0.75,False,0.5538492212962691,0.5538492212962689,1.4241837,False
0.925,False,0.5584307453106427,0.5584307453106424,1.4359648,False
0.75,False,0.45235164174749937,0.45235164174749953,1.1631899,False
0.875,False,0.5867942750298195,0.5867942750298195,1.5088996,False
0.875,False,0.07776103720643186,0.07776103720643189,0.19995695,False
1.0,False,0.4364027969391833,0.4364027969391837,1.1221787,False
0.8,False,0.23780504571482056,0.2378050457148204,0.6114987,False
0.95,False,0.27645632524345115,0.27645632524345126,0.7108877,False
0.375,False,0.2864149073774963,0.28641490737749636,0.7364955,False
0.85,False,0.21832959833919172,0.2183295983391917,0.56141895,False
0.875,False,0.308227192319582,0.3082271923195818,0.7925842,False
0.975,False,0.3071408276101047,0.30714082761010486,0.7897907,False
0.7,False,0.322031518470095,0.3220315184700948,0.8280811,False
0.425,False,0.42445302501507753,0.42445302501507765,1.0914507,False
0.775,False,0.3349166819424148,0.33491668194241503,0.86121434,False
0.75,False,0.3797911950498184,0.3797911950498187,0.97660595,False
0.575,False,0.799629662284214,0.7996296622842143,2.0561905,True
0.9,False,0.3483577451538791,0.34835774515387924,0.89577705,False
0.675,False,0.46957600430694574,0.4695760043069457,1.2074811,False
0.7,False,0.4326339804385351,0.43263398043853496,1.1124874,False
0.675,False,0.7107766075640909,0.7107766075640914,1.8277112,False
0.725,False,0.634313181040294,0.6343131810402942,1.631091,False
0.8,False,0.3977739321294623,0.3977739321294624,1.0228473,False
1.0,False,0.29634513403397933,0.2963451340339792,0.76203036,False
1.0,False,0.6011303977772519,0.6011303977772517,1.5457639,False
0.525,False,0.1954012852100896,0.19540128521008965,0.5024604,False
1.0,False,0.5230817641829876,0.5230817641829877,1.3450674,False
0.625,False,0.600009770815213,0.6000097708152127,1.5428823,False
