probability_1,probability_2,probability_3,probability_4,probability_5
3.175032543367706e-05,0.9834692478179932,0.000953083741478622,0.012012850493192673,0.0035330771934241056
1.8989851014339365e-05,0.9790453910827637,0.0041317204013466835,0.013598688878118992,0.003205095650628209
1.4571922292816453e-05,0.9876765012741089,0.008959642611443996,0.0023955695796757936,0.0009537417790852487
9.1231704573147e-05,0.9804008603096008,0.002280642744153738,0.011793005280196667,0.005434105172753334
2.375356643824489e-06,0.9962725639343262,0.0007581775425933301,0.0025502177886664867,0.00041667703771963716
0.002374684903770685,0.8460469245910645,0.017708029597997665,0.1161278635263443,0.01774248108267784
5.756290556746535e-05,0.97785484790802,0.0026291722897440195,0.006692306604236364,0.012766006402671337
1.173277723864885e-06,0.9971393346786499,0.0014204680919647217,0.0008074059733189642,0.0006316759972833097
0.0008012166363187134,0.8402823209762573,0.13936619460582733,0.007995877414941788,0.011554344557225704
0.00040910422103479505,0.8773777484893799,0.005297295283526182,0.022318581119179726,0.09459736198186874
0.00024005402519833297,0.9647225737571716,0.0061804563738405704,0.01094378624111414,0.017913196235895157
2.1341578758438118e-05,0.9805964231491089,0.009410488419234753,0.007377014495432377,0.002594760851934552
0.0007378990412689745,0.7040880918502808,0.04909728467464447,0.017764730378985405,0.22831204533576965
6.672594463452697e-05,0.9878267645835876,0.002470062579959631,0.008112864568829536,0.001523601240478456
6.489297084044665e-05,0.9076247215270996,0.0010631998302415013,0.08983119577169418,0.0014159566489979625
2.34786875807913e-06,0.9936489462852478,0.005261663347482681,0.000882668246049434,0.00020432613382581621
5.199836959945969e-05,0.9758021235466003,0.0013623957056552172,0.015865247696638107,0.006918192375451326
8.404256732319482e-06,0.995976984500885,0.001263128942809999,0.0019681169651448727,0.0007833371055312455
3.824629402515711e-06,0.9952453970909119,0.0016508271219208837,0.002621793420985341,0.00047825058572925627
0.00028247834416106343,0.9374904036521912,0.008330482058227062,0.027080422267317772,0.02681606449186802
6.747816314600641e-06,0.9930248260498047,0.0017973323119804263,0.0044184718281030655,0.000752689375076443
0.0002436983777442947,0.9707918167114258,0.014336703345179558,0.011103201657533646,0.0035246447660028934
0.0004716913972515613,0.9144452810287476,0.00835072249174118,0.024232784286141396,0.05249954015016556
1.0218601346423384e-05,0.9925271272659302,0.003092831699177623,0.0024399496614933014,0.0019298866391181946
0.0003083950432483107,0.929767906665802,0.025414463132619858,0.04228872433304787,0.0022205342538654804
8.290896948892623e-05,0.9826876521110535,0.004175147973001003,0.007871944457292557,0.005182312335819006
7.471242133760825e-05,0.9649448394775391,0.004226525314152241,0.0027466402389109135,0.02800711803138256
0.0003216287586838007,0.9549744129180908,0.008812280371785164,0.02706778794527054,0.00882384367287159
5.218769729253836e-05,0.9788283705711365,0.0020633607637137175,0.006853995844721794,0.012202098034322262
0.0003663941752165556,0.9135585427284241,0.0031719706021249294,0.04088842496275902,0.042014654725790024
1.0148222827410791e-05,0.9847733974456787,0.002718155737966299,0.0067903948947787285,0.0057079000398516655
6.324962669168599e-06,0.9902072548866272,0.0018123319605365396,0.005089237354695797,0.0028848431538790464
3.37142264470458e-05,0.9822668433189392,0.001022958429530263,0.004563495051115751,0.012113076634705067
8.910376345738769e-05,0.9850612282752991,0.005996978376060724,0.006207967642694712,0.002644667634740472
4.600264560394862e-07,0.9968407154083252,0.002880415879189968,0.00018930065562017262,8.907671144697815e-05
0.00011788937990786508,0.9419547319412231,0.0013105986872687936,0.05344601720571518,0.0031707705929875374
0.00038766549550928175,0.9262009859085083,0.06304092705249786,0.008012104779481888,0.0023582526482641697
5.434498598333448e-05,0.0031592375598847866,0.9965572357177734,3.515555363264866e-05,0.00019396076095290482
5.316576425684616e-05,0.971882700920105,0.0005802055820822716,0.023848336189985275,0.0036355897318571806
0.00013459207548294216,0.9641410112380981,0.0021573130507022142,0.02535540610551834,0.008211677893996239
0.000833210360724479,0.08100956678390503,0.002804000163450837,0.9145569205284119,0.0007962826057337224
5.3027932153781876e-05,0.9669200778007507,0.020726418122649193,0.008919253945350647,0.003381230402737856
1.2744068044412415e-05,0.9941864013671875,0.0010411548428237438,0.0013506144750863314,0.0034090587869286537
1.0086629117722623e-05,0.9777822494506836,0.0019018384627997875,0.011162806302309036,0.009143034927546978
0.001064735115505755,0.007521557621657848,0.00011760792403947562,0.9911310076713562,0.0001651151542318985
5.042514021624811e-05,0.9677810668945312,0.016969364136457443,0.006940973456948996,0.008258173242211342
1.3071588000457268e-05,0.00045827715075574815,0.9994889497756958,2.1593364181171637e-06,3.7570338463410735e-05
0.0001748762879287824,0.009648527950048447,0.00040525392978452146,0.9894184470176697,0.0003529139794409275
0.0004092823655810207,0.15810878574848175,0.0007700768182985485,0.8378798961639404,0.002831981983035803
0.0002643004700075835,0.9449600577354431,0.00494528328999877,0.0443238765001297,0.005506517365574837
0.00021225296950433403,0.9699752926826477,0.0053014131262898445,0.016779957339167595,0.007730997167527676
8.168334170477465e-05,0.9711709022521973,0.004422914702445269,0.0038312338292598724,0.020493214949965477
0.000531501485966146,0.19208797812461853,0.000845401082187891,0.8059419393539429,0.000593147415202111
0.026467202231287956,0.004083627834916115,0.0011936413357034326,0.9678833484649658,0.0003722710825968534
0.00285663572140038,0.0032846222165971994,0.000270820630248636,0.9933288097381592,0.00025906364317052066
0.00017656353884376585,0.8790419101715088,0.0030067700427025557,0.012180532328784466,0.10559423267841339
2.1590187316178344e-05,0.9668377041816711,0.003952985629439354,0.007258914411067963,0.02192879281938076
2.185737139370758e-05,0.0002059335238300264,0.999727189540863,2.6989362140739104e-06,4.228914258419536e-05
0.0012517672730609775,0.008115962147712708,0.0024043568409979343,0.0015659973723813891,0.986661970615387
0.05852684751152992,0.0012925795745104551,0.00018761929823085666,0.9373628497123718,0.002630126429721713
0.028605418279767036,0.005112907383590937,0.00035635140375234187,0.964584469795227,0.0013408841332420707
2.7354753910913132e-05,0.005095269531011581,0.9947269558906555,4.640815859602299e-06,0.00014584994642063975
0.00012035034160362557,0.9673171043395996,0.008757386356592178,0.014254231005907059,0.009550933726131916
3.1604422474629246e-06,0.0001058173511410132,0.99988853931427,1.1805176569623654e-07,2.3469551706511993e-06
3.0209677788661793e-05,0.0009413504740223289,0.9989842772483826,2.4015687813516706e-05,2.0113775462959893e-05
0.00024960029986687005,0.02510586753487587,0.00135513034183532,0.0035663044545799494,0.969723105430603
0.0031795583199709654,0.0024333179462701082,0.0010060096392408013,0.0021933054085820913,0.9911878108978271
0.002262953668832779,0.017698466777801514,0.00016858852177392691,0.9790889620780945,0.0007810210809111595
0.01708451472222805,0.0011695529101416469,0.0001873897126642987,0.9810307025909424,0.0005279350443743169
2.98202703561401e-05,0.0023094129282981157,0.9975799322128296,1.4725700566486921e-05,6.598002801183611e-05
0.001010383479297161,0.44889652729034424,0.001513837487436831,0.06675034016370773,0.4818289279937744
0.0003656662011053413,0.033874016255140305,0.00169281754642725,0.004004312679171562,0.9600632190704346
0.0010211936896666884,0.030126899480819702,0.0004713940725196153,0.967853844165802,0.0005267195519991219
4.1116626903203723e-07,4.909627477900358e-06,0.9999945163726807,1.0259936011891568e-08,9.204637763104984e-08
0.0006362851127050817,0.16496002674102783,0.0012979095336049795,0.016616661101579666,0.8164891004562378
0.00011586280743358657,0.008467103354632854,0.00046075243153609335,0.0014532667119055986,0.989503026008606
0.002044646069407463,0.008640428073704243,0.0012193861184641719,0.00300781917758286,0.9850876927375793
0.0007933421293273568,0.1237187460064888,0.0012489662040024996,0.01673651859164238,0.8575024008750916
0.00869544968008995,0.00910681951791048,0.002191595733165741,0.009550475515425205,0.9704556465148926
0.0009335653739981353,0.0028270441107451916,1.9531733414623886e-05,0.995897650718689,0.00032222550362348557
0.0003399818961042911,0.011105154640972614,0.0005814598989672959,0.9874082803726196,0.0005651305546052754
0.0015576465521007776,0.09243039786815643,0.0006551276310347021,0.9037628173828125,0.0015939289005473256
0.0007321278681047261,0.03740553930401802,0.00017049605958163738,0.961089551448822,0.0006022839224897325
0.0008602006128057837,0.017109954729676247,0.0005628908984363079,0.9810482263565063,0.0004186837177257985
3.3632024951657513e-06,0.9977160692214966,0.00040016722050495446,0.0007234119111672044,0.0011570093920454383
0.0012712104944512248,0.5839211940765381,0.003913962747901678,0.05369539186358452,0.3571982681751251
0.0010092034935951233,0.0015415058005601168,0.0001152564727817662,0.9972658157348633,6.820389535278082e-05
4.24994359491393e-05,0.9467171430587769,0.007744219154119492,0.017813220620155334,0.02768293023109436
0.00038054148899391294,0.02039567194879055,0.002441867021843791,0.003705695504322648,0.9730762243270874
0.0004970054724253714,0.333310067653656,0.0014477395452558994,0.03993246704339981,0.6248127222061157
0.005996108520776033,0.002610553987324238,0.0013361427700147033,0.002867858624085784,0.9871893525123596
0.0003815929521806538,0.006492170505225658,7.403000927297398e-05,0.9924617409706116,0.0005904602003283799
0.00031540353666059673,0.007365011144429445,3.5751680115936324e-05,0.9921595454216003,0.00012433980009518564
0.001086517469957471,0.05166272446513176,0.00019965987303294241,0.945118248462677,0.0019327768823131919
9.015094838105142e-05,0.006974053103476763,0.9923170804977417,0.0002545280731283128,0.0003641196235548705
0.00388887501321733,0.004244379699230194,0.0005446861614473164,0.006087459623813629,0.9852346777915955
0.00022622745018452406,0.023663505911827087,0.0010581656824797392,0.00253298575989902,0.9725191593170166
0.001342634903267026,0.009289377368986607,0.00021660371567122638,0.9888378381729126,0.00031357959960587323
0.01513990294188261,0.015693899244070053,0.0008682485204190016,0.9653879404067993,0.002909989794716239
4.076453478774056e-05,0.0021562937181442976,0.9976798892021179,1.7359856428811327e-05,0.00010577742068562657
1.5612558854627423e-05,0.00988615769892931,0.9899592995643616,0.00010414692224003375,3.472483149380423e-05
7.545969856437296e-05,0.01211865060031414,0.00015789519238751382,0.0001283463352592662,0.9875196218490601
0.000136265269247815,0.016973841935396194,0.9814445972442627,0.0008641222375445068,0.0005811753799207509
1.2526823411462829e-05,6.75181727274321e-05,0.9999183416366577,7.813592901584343e-07,7.107664146133175e-07
2.3450633307220414e-05,0.001075203763321042,0.998849630355835,9.791031061467947e-07,5.0735507102217525e-05
5.84556873945985e-05,0.03984592854976654,0.00033523570164106786,0.000919301703106612,0.95884108543396
8.10354613349773e-05,0.0022888982202857733,0.00021638387988787144,7.948590064188465e-05,0.9973342418670654
1.4286237046690076e-06,0.00010444621875649318,0.9998935461044312,4.833859179598221e-07,1.5101157657682052e-07
