probability_1,probability_2,probability_3,probability_4,probability_5
0.1533300131559372,0.21429070830345154,0.17070725560188293,0.3040172755718231,0.1576547771692276
0.10973165184259415,0.23727262020111084,0.23353730142116547,0.15358874201774597,0.2658696472644806
0.10845933109521866,0.24224986135959625,0.19619211554527283,0.15472637116909027,0.298372358083725
0.12064196914434433,0.1842028647661209,0.34811294078826904,0.13500380516052246,0.21203838288784027
0.26540589332580566,0.15619127452373505,0.14060944318771362,0.24529610574245453,0.19249723851680756
0.18740205466747284,0.17741788923740387,0.1956050992012024,0.19633513689041138,0.24323982000350952
0.19190315902233124,0.16561977565288544,0.1934690922498703,0.17763924598693848,0.27136871218681335
0.0738181471824646,0.1387554556131363,0.3090091347694397,0.07881947606801987,0.39959779381752014
0.1986624300479889,0.1806897521018982,0.1524842381477356,0.25226062536239624,0.21590298414230347
0.07559950649738312,0.14094781875610352,0.3133380711078644,0.08008579909801483,0.39002880454063416
0.23825369775295258,0.16663186252117157,0.11676285415887833,0.3376597464084625,0.14069180190563202
0.20990730822086334,0.15605975687503815,0.18300311267375946,0.18346595764160156,0.2675638496875763
0.12127506732940674,0.19944973289966583,0.31968948245048523,0.14180810749530792,0.21777759492397308
0.36764296889305115,0.11953654885292053,0.11601424962282181,0.2641916573047638,0.13261458277702332
0.1194494292140007,0.23685729503631592,0.23712614178657532,0.14673961699008942,0.259827584028244
0.1069866195321083,0.14628493785858154,0.46425849199295044,0.1064562126994133,0.1760137379169464
0.09609317779541016,0.15567506849765778,0.38096967339515686,0.09405183047056198,0.2732102870941162
0.049794211983680725,0.12362018972635269,0.08913473784923553,0.056042805314064026,0.6814079880714417
0.11608599871397018,0.18719102442264557,0.36160698533058167,0.13679976761341095,0.19831623136997223
0.11089235544204712,0.17254580557346344,0.39839354157447815,0.12371283024549484,0.19445540010929108
0.11030040681362152,0.20630651712417603,0.2524133324623108,0.13328610360622406,0.2976936101913452
0.10886038839817047,0.23883333802223206,0.19686350226402283,0.15723657608032227,0.29820623993873596
0.13345173001289368,0.2111896276473999,0.22086231410503387,0.16223813593387604,0.27225810289382935
0.1431935578584671,0.1903335154056549,0.21764133870601654,0.16236579418182373,0.2864658534526825
0.6695300936698914,0.031911928206682205,0.03317240998148918,0.18979395925998688,0.07559163123369217
0.10664735734462738,0.1983775794506073,0.26269030570983887,0.12443161755800247,0.3078531324863434
0.12360065430402756,0.2190914750099182,0.22981855273246765,0.15140008926391602,0.2760891914367676
0.1571929007768631,0.22974367439746857,0.18712402880191803,0.20803171396255493,0.2179076224565506
0.6106504797935486,0.04238370060920715,0.040334999561309814,0.21370507776737213,0.09292574226856232
0.12626998126506805,0.20884598791599274,0.3029835820198059,0.1524028778076172,0.20949754118919373
0.7431078553199768,0.020604992285370827,0.023795170709490776,0.15665581822395325,0.055836159735918045
0.1197323352098465,0.23087915778160095,0.25199800729751587,0.145548015832901,0.2518424987792969
0.20067112147808075,0.22149457037448883,0.12808182835578918,0.2833844721317291,0.16636797785758972
0.2730899453163147,0.15527217090129852,0.12264689058065414,0.2723487317562103,0.1766422688961029
0.205391064286232,0.20220504701137543,0.1587049663066864,0.24475575983524323,0.18894317746162415
0.572212815284729,0.049777738749980927,0.04691582918167114,0.22860896587371826,0.10248462855815887
0.791057288646698,0.022377517074346542,0.03279197961091995,0.10860521346330643,0.045167967677116394
0.1029931902885437,0.16039089858531952,0.4034377932548523,0.10715930163860321,0.22601883113384247
0.2729184627532959,0.16402466595172882,0.10678721219301224,0.29369503259658813,0.1625746488571167
0.13915076851844788,0.29771894216537476,0.17755869030952454,0.20768104493618011,0.17789055407047272
0.46357783675193787,0.07823943346738815,0.0681682825088501,0.2627100348472595,0.12730437517166138
0.594048798084259,0.04554446414113045,0.044159211218357086,0.21947266161441803,0.09677483141422272
0.10992547124624252,0.17918016016483307,0.3776126801967621,0.12567049264907837,0.20761120319366455
0.10802768915891647,0.15582357347011566,0.42154794931411743,0.11337688565254211,0.20122389495372772
0.255587637424469,0.14648427069187164,0.13669008016586304,0.20869874954223633,0.2525392472743988
0.7390249967575073,0.02140410616993904,0.023839488625526428,0.15850146114826202,0.05722993239760399
0.7028857469558716,0.02661503478884697,0.028336243703961372,0.17563419044017792,0.06652870029211044
0.08476637303829193,0.18764080107212067,0.15979328751564026,0.10235430300235748,0.4654451906681061
0.18827682733535767,0.18236778676509857,0.15533697605133057,0.240568608045578,0.2334498018026352
0.22644159197807312,0.17427203059196472,0.15684440732002258,0.2076137363910675,0.23482820391654968
0.08482249081134796,0.19467633962631226,0.14167122542858124,0.10875647515058517,0.4700734317302704
0.8868342041969299,0.009077765047550201,0.018044793978333473,0.06096222251653671,0.025080975145101547
0.0865340605378151,0.16480828821659088,0.2881752550601959,0.09745960682630539,0.3630228042602539
0.15979810059070587,0.194463312625885,0.20472629368305206,0.17592662572860718,0.2650856077671051
0.8629200458526611,0.011999564245343208,0.021880879998207092,0.07295548915863037,0.03024405986070633
0.9256539344787598,0.004872873425483704,0.011802458204329014,0.04112287610769272,0.01654788851737976
0.11053178459405899,0.17926724255084991,0.3772340416908264,0.12183975428342819,0.21112710237503052
0.8213928937911987,0.011454463005065918,0.014609168283641338,0.11643369495868683,0.03610968589782715
0.50836580991745,0.06480314582586288,0.05592269450426102,0.24966253340244293,0.12124576419591904
0.09180352091789246,0.16735528409481049,0.29766812920570374,0.0936323031783104,0.34954071044921875
0.9039883017539978,0.007073918357491493,0.015301565639674664,0.05221154913306236,0.02142466977238655
0.7397075891494751,0.02133553847670555,0.023585155606269836,0.15812288224697113,0.05724881961941719
0.41450467705726624,0.10360097140073776,0.09280850738286972,0.2744893431663513,0.11459647864103317
0.23086725175380707,0.18735139071941376,0.13903094828128815,0.2615137994289398,0.1812366396188736
0.2583855986595154,0.14733099937438965,0.13736115396022797,0.23022866249084473,0.22669361531734467
0.15146559476852417,0.27121251821517944,0.17395144701004028,0.22155556082725525,0.18181483447551727
0.0910448357462883,0.20196279883384705,0.15950483083724976,0.11622311174869537,0.4312644302845001
0.410317987203598,0.10421168804168701,0.1117485836148262,0.24365834891796112,0.13006345927715302
0.5312398672103882,0.060479842126369476,0.057891473174095154,0.24007217586040497,0.11031666398048401
0.7339708209037781,0.03164009377360344,0.043555229902267456,0.13358904421329498,0.05724482983350754
0.8367639780044556,0.010028879158198833,0.012660546228289604,0.10793274641036987,0.03261382877826691
0.10769332200288773,0.1879066675901413,0.346066415309906,0.11905629932880402,0.23927728831768036
0.12653683125972748,0.24507750570774078,0.20534183084964752,0.2464408576488495,0.1766030490398407
0.6165152788162231,0.041122209280729294,0.04006126895546913,0.2119981348514557,0.09030312299728394
0.3242974281311035,0.13186080753803253,0.12611111998558044,0.2709512412548065,0.14677943289279938
0.5555048584938049,0.05335720628499985,0.05155203118920326,0.2326330542564392,0.10695281624794006
0.0984974354505539,0.14398585259914398,0.4474319815635681,0.0985589325428009,0.21152572333812714
0.15349611639976501,0.25789278745651245,0.18621475994586945,0.22702816128730774,0.17536821961402893
0.11110912263393402,0.17461879551410675,0.36952653527259827,0.12348399311304092,0.22126154601573944
0.11361275613307953,0.21912316977977753,0.2574460208415985,0.13457396626472473,0.2752440869808197
0.10885608196258545,0.17127427458763123,0.3808242976665497,0.11888015270233154,0.2201652079820633
0.06741345673799515,0.16142351925373077,0.1149885356426239,0.08170315623283386,0.5744713544845581
0.8978320360183716,0.00780247850343585,0.01618817076086998,0.05548524484038353,0.022692078724503517
0.14185121655464172,0.2344634234905243,0.2000238001346588,0.18983787298202515,0.23382367193698883
0.12394052743911743,0.2046269178390503,0.31281447410583496,0.1448897123336792,0.2137284278869629
0.10741005837917328,0.16343779861927032,0.4003514051437378,0.11598408222198486,0.21281664073467255
0.1247786357998848,0.24882425367832184,0.23257146775722504,0.15509739518165588,0.23872819542884827
0.09385234862565994,0.16580675542354584,0.3278082311153412,0.09371665865182877,0.31881606578826904
0.10075318813323975,0.17205004394054413,0.3377389907836914,0.10770239681005478,0.28175532817840576
